Geneid,SRR6710256,SRR6710257,SRR6710258,SRR6710259,SRR6710260,SRR6710261,SRR6710262,SRR6710263,SRR6710264,SRR6710265,SRR6710266,SRR6710267,SRR6710268,SRR6710269,SRR6710270,SRR6710271,SRR6710272,SRR6710273,SRR6710274,SRR6710275,SRR6710276,SRR6710277,SRR6710278,SRR6710279,SRR6710280,SRR6710281,SRR6710282,SRR6710283,SRR6710284,SRR6710285,SRR6710286,SRR6710287,SRR6710288,SRR6710289,SRR6710290,SRR6710291,SRR6710292,SRR6710293,SRR6710294,SRR6710295,SRR6710296,SRR6710297,SRR6710298,SRR6710299,SRR6710300,SRR6710301
ENSG00000149742.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,38,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000168004.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000133317.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000133321.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000133328.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176485.8,0,0,910,0,261,0,0,0,4,0,5,0,0,0,0,430,731,0,576,6,0,0,2,356,0,0,12,0,0,0,2,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203520.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000184743.10,2,0,2,1709,6,0,0,575,4,0,0,0,6,0,2,66,0,0,0,0,0,366,865,12,0,0,80,2,0,0,14,1446,10,83,0,0,0,0,0,938,0,0,0,0,0,2
ENSG00000133318.11,729,0,0,4,0,5,0,0,0,5,0,2,0,0,0,479,0,0,0,0,170,0,1464,1354,67,2104,0,0,0,0,74,12,10,0,0,0,0,0,2,0,0,398,342,100,0,0
ENSG00000188070.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0
ENSG00000168005.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000072518.18,0,0,0,0,0,0,0,2,414,0,0,0,83,1,2,0,0,0,0,0,0,0,2,0,45,0,17,4,6,0,2,0,0,38,6,70,0,0,0,4,0,0,0,0,0,0
ENSG00000110583.10,0,0,0,0,2,0,2,0,2,0,0,0,428,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,49,0,0,2,2228,0,76
ENSG00000176340.3,0,164,183,134,236,0,137,13,257,42,76,0,4,53,148,353,19,169,28,121,146,14,15,860,254,36,987,17,0,2,32,0,0,176,0,1378,0,352,0,0,0,1,0,0,14,0
ENSG00000167770.9,523,12,0,126,1632,10,223,368,0,0,0,39,1376,1382,0,0,412,288,1132,1127,3478,0,20,0,0,0,551,11,4,0,3,276,4,2,0,1922,0,1472,0,0,0,0,0,0,0,0
ENSG00000168439.14,4,927,3,0,3,0,4,130,24,835,0,0,0,0,0,103,10,0,0,4,0,0,0,0,0,0,241,0,0,0,12,316,0,369,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000149781.10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,243,0,0,0,0,0,0,22,2,0,0,0,0,224,0,793,0,2,6013,63,0,0,0,0,0,0
ENSG00000149743.11,0,0,0,81,486,0,0,4,0,153,0,211,0,93,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,4,0,0,0
ENSG00000149761.6,0,21,0,0,0,6,0,16,0,0,0,0,0,0,0,299,42,0,0,0,617,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
ENSG00000110011.11,0,0,0,0,118,0,0,0,123,4,0,0,0,75,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173511.7,63,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,46,136,0,0,0,0,0
ENSG00000173486.10,0,37,51,328,316,5,31,395,208,258,645,296,124,645,0,1170,96,320,0,98,1178,4,424,4,293,0,506,0,0,0,0,0,309,0,5424,0,0,648,0,134,0,0,0,42,605,0
ENSG00000173457.8,0,0,0,0,0,5,0,0,0,0,16,0,0,39,0,374,4,0,0,0,0,0,0,14,0,0,422,30,0,0,0,0,0,126,0,0,0,4,0,0,0,0,0,0,0,0
ENSG00000149782.9,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000002330.11,0,189,0,223,0,0,0,2,0,0,1,10,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0
ENSG00000173264.11,0,0,0,0,0,0,0,0,146,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173153.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
ENSG00000173113.4,842,0,176,273,641,0,0,2,48,495,18,171,299,1010,1458,499,1017,161,65,40,1593,356,34,0,687,0,2716,0,0,0,0,0,0,1146,216,54,0,0,23,82,0,0,0,0,0,0
ENSG00000126432.11,1032,99,239,1,0,0,457,190,675,45,1197,484,527,687,48,1250,1548,521,610,1028,2042,0,717,10,54,0,30,0,0,0,0,0,0,149,0,0,0,0,0,0,4,0,0,0,0,10
ENSG00000236935.1,81,0,0,139,0,0,0,180,108,0,0,0,0,0,11,0,0,0,73,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168071.19,29,0,0,0,0,0,0,0,0,134,281,16,50,6,0,0,2,0,0,0,64,0,0,0,0,0,22,0,4,0,0,0,0,28,0,6,0,0,0,0,48,0,0,0,0,0
ENSG00000162302.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231492.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000110076.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000068831.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000068976.11,0,0,0,619,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168066.18,36,660,0,485,0,0,0,206,134,3,540,698,25,116,0,78,0,0,0,179,0,530,48,4315,346,0,410,366,0,0,0,15,0,192,1,0,0,0,0,2,2,0,1,4,0,0
ENSG00000269038.1,0,0,0,0,0,0,0,0,0,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000269290.2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168067.9,0,0,0,0,0,0,0,0,6,248,6,0,0,0,0,171,0,4,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000133895.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,218,0,0,114,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000110047.15,0,0,0,0,0,0,124,0,0,26,20,265,0,0,0,0,0,0,0,0,0,0,0,0,12,0,84,2,0,0,0,1222,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000229719.3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000110046.10,0,0,76,0,2,0,0,0,0,0,14,0,6,0,0,0,58,0,0,0,34,2,46,0,0,0,36,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000068971.11,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,16,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168062.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213465.5,150,0,0,0,0,0,0,0,232,0,1,0,0,0,488,515,0,0,0,0,255,0,142,0,217,0,2,0,2,0,402,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270775.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000110025.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000168060.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000146670.7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162300.9,0,0,0,0,0,0,2,0,52,0,0,69,0,0,0,147,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000149823.5,0,0,0,211,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
ENSG00000254501.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
ENSG00000149809.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,222,0,0,0,0,0,0,0,0,0,0,0,0,1170,0,0,0,0,0,0,0,0,0,8,0,0
ENSG00000149806.8,589,526,693,169,435,25,701,1212,733,327,1136,579,1142,477,820,2608,739,448,365,506,983,471,2253,0,1749,767,2104,186,94,0,358,190,0,212,92,0,0,22,193,2,0,0,0,182,66,0
ENSG00000162298.14,0,0,0,289,3,0,94,322,2,315,0,28,96,114,12,93,57,0,0,601,181,32,58,0,0,20,0,0,349,0,0,223,606,289,0,0,1,0,6,23,0,0,0,0,0,904
ENSG00000149792.6,0,0,0,0,0,3,0,0,0,0,0,0,0,312,0,0,664,0,0,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255200.1,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000014216.13,896,0,0,0,0,0,0,0,0,0,0,0,0,2,0,79,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0
ENSG00000014138.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000149798.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000133884.7,0,0,0,0,0,0,487,0,444,2112,2,667,114,0,512,3,116,30,810,140,0,170,0,32,114,0,2,12,0,0,0,1216,0,0,0,362,3,0,0,134,0,0,0,8,0,2
ENSG00000255478.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162241.10,0,362,0,0,383,10,154,48,261,231,336,252,505,0,348,444,741,205,3,2,0,156,1,0,0,1,0,4,0,0,0,409,2,146,4,535,0,0,0,0,0,0,0,2,0,20
ENSG00000126391.11,0,28,0,0,2,0,0,14,6,0,197,2,0,0,0,46,0,0,0,0,166,0,0,0,1810,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1328,0,0,1,0,0,0
ENSG00000245532.5,1301,245,2761,966,833,10,5746,120,2962,1345,4417,602,488,84,2004,1212,58,684,9550,3111,4037,372,2016,19721,10484,11485,5213,32134,16531,0,5686,8342,34154,2061,9320,56,6,170,27731,1828,2,4,4,7432,7400,1696
ENSG00000173727.9,1,2,0,0,0,0,168,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,18,0,24,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251562.5,16796,8619,14972,15127,12953,401,29411,27231,19145,36812,33696,13728,19215,16865,34252,30132,21318,15439,15677,19255,36956,17825,11354,55703,46964,30035,19386,43080,104561,38,20595,58567,214870,33920,94433,64105,18,7276,41288,133024,20,10,48,89003,86129,42998
ENSG00000142186.14,0,0,52,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,275,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168056.12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260233.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173465.5,8,53,0,0,0,0,96,12,69,0,404,0,0,757,441,40,0,24,527,0,0,0,0,0,0,0,0,844,0,0,0,0,0,36,0,0,0,0,0,253,0,0,0,0,0,0
ENSG00000176973.7,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
ENSG00000173442.9,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,17,0,64,2,0,0,0,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000213445.6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173327.5,0,0,0,0,0,0,6,0,0,0,0,44,39,0,0,100,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197136.4,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,112,0,28,106,0,0,0,0,0,72,151,0,0,2,0,0,0,0,0,0,0,0
ENSG00000173039.16,0,0,0,314,4,2,0,0,0,0,0,0,0,0,0,449,0,0,0,196,728,0,0,14,0,0,462,0,0,0,0,0,112,15,2,0,0,0,93,0,0,0,2,0,0,0
ENSG00000172977.10,0,0,0,12,0,0,14,0,428,972,0,306,0,0,0,0,0,0,0,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,0,0,0,0,0,0
ENSG00000172922.6,0,244,88,0,0,0,5,8,3,33,0,0,0,0,0,1079,0,4,0,19,0,139,0,0,116,0,0,0,0,0,0,439,0,0,0,0,0,2,1384,1000,0,0,0,0,0,0
ENSG00000255557.1,0,0,0,464,0,0,0,0,0,0,0,466,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254470.2,0,0,0,0,0,0,0,0,4,0,221,0,0,0,74,0,0,106,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000172757.10,50,389,60,120,265,0,260,101,122,0,2,134,132,440,87,148,18,122,92,61,577,40,461,1149,202,12,183,76,8,0,36,1243,0,266,0,0,0,0,14,0,0,0,0,0,0,0
ENSG00000172732.9,0,0,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000172638.10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0
ENSG00000172543.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4146,0,0,0,0,0,0,0,0,0,0
ENSG00000172500.10,128,3,0,26,0,0,0,17,0,0,0,298,381,2,116,1967,2276,0,0,54,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
ENSG00000175602.3,10,0,0,0,24,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,34,0,0,0,28,0,0,0,461,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175573.6,0,0,0,400,2,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,28,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175550.5,0,103,50,0,2,0,0,0,2,0,8,0,114,0,0,12,192,11,0,49,0,0,0,3,0,0,447,0,0,0,8,0,0,0,0,346,0,0,0,89,0,0,0,0,0,0
ENSG00000175467.12,0,0,0,0,4,0,0,0,0,6,0,4,0,0,4,0,764,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000175376.6,696,1656,771,262,49,0,90,1355,0,871,446,585,0,2083,14,2,2052,474,180,590,28,2334,50,26,0,0,638,0,2,0,0,738,0,349,0,0,0,0,0,2,0,0,0,0,0,2011
ENSG00000175334.5,474,205,32,4,362,4,790,4,0,109,254,117,2,926,482,46,225,0,9,189,0,662,901,0,0,0,1598,217,1255,0,4,161,0,0,0,0,0,3062,0,0,0,0,0,0,1199,0
ENSG00000087365.12,1912,865,4,52,45,40,19,67,41,81,294,46,331,0,30,879,19,1157,0,85,297,680,2,104,138,0,817,53,97,2,1264,934,489,277,0,1,0,0,0,0,0,0,0,21,0,25
ENSG00000175115.9,158,0,0,0,0,0,164,0,580,0,0,0,0,0,0,44,5,0,28,0,170,1,0,124,0,0,64,20,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
ENSG00000255320.1,6,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000174996.9,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000174903.12,61,2,0,0,0,0,0,109,0,0,3,0,119,7,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,119,0
ENSG00000245156.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,61,0
ENSG00000174851.12,11,125,2,9,0,16,0,10,4,367,0,29,903,13,1412,51,0,0,0,0,235,1392,1480,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0
ENSG00000174791.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000174744.11,19,135,0,0,0,0,0,0,1570,205,0,2,323,0,0,90,353,870,3,922,3,444,0,0,0,0,20,0,0,0,178,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000174684.6,0,0,0,0,0,0,0,0,0,398,0,0,0,0,0,0,0,0,0,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255468.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276918.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000174547.11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,161,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000174516.12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255517.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254986.5,0,0,106,2,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,208,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000174483.17,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000174165.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269990.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000248746.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000174080.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,4,0,0,0,0,0,1274,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173992.6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239306.4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,297,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,6,0,0,0,0,0
ENSG00000248643.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000173933.17,72,368,66,21,340,0,30,75,164,0,0,75,99,18,0,0,20,77,0,12,0,120,0,0,0,0,0,0,345,0,0,3579,0,0,0,521,0,0,0,0,0,0,0,0,0,0
ENSG00000173914.9,367,67,6,12,40,0,2,17,49,484,4,30,46,1402,27,48,15,28,0,6,2,372,0,2,0,0,101,0,570,0,0,102,43,0,848,201,0,0,0,0,0,0,0,0,0,0
ENSG00000258297.1,1180,2,0,0,4,0,0,2,0,0,6,36,0,0,0,0,0,1262,0,26,0,714,2426,0,0,0,0,0,3280,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173898.9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173715.13,0,0,0,0,0,0,0,5,0,135,0,0,0,0,0,0,0,0,0,0,254,0,0,1818,0,0,0,0,7734,0,1394,0,0,0,0,0,0,0,0,35,100,0,1,0,0,0
ENSG00000213409.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254984.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173653.5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173599.11,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173227.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0
ENSG00000173156.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ENSG00000173120.12,128,148,736,975,1962,10,60,176,1050,760,136,718,19,840,42,40,161,135,635,139,301,1334,48,612,1,0,4525,114,3008,0,24,4,1548,271,992,3,2,1,0,32,0,2,1,40,0,2
ENSG00000179038.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
